shoeNumber	shoeName	url	corescore	user_rating	shoe_image	good_buy_bullets	bad_buy_bullets	bottom_line	amazonLink
414	Puma Carson 2 Knit	https://runrepeat.com/puma-carson-2-knit	94	4.7/5 from 146 users	https://cdn.runrepeat.com/i/puma/25734/puma-men-s-carson-2-knit-sneaker-quite-shade-black-7-5-m-us-mens-quite-shade-puma-black-6804-600.jpg	<s>The shoe had a relaxed and secure fit, according to various users.</s><s>One reviewer admired how well the shoe held up under different running conditions.</s><s>Many runners were happy to use the Carson 2 Knit as an everyday shoe because of its lightweight nature.</s><s>A lot of buyers found the knit upper to be snug yet comfortable.</s><s>Several users commented it was a high-quality shoe despite its low price</s><s>The unique outsole exhibited durability and excellent grip, a tester remarked.</s>	<s>It was tight around the forefoot, some users stated.</s><s>A lot of wearers mentioned that this shoe was not true-to-size.</s><s>One runner complained of signs of wear within just a month of using the shoe.</s>	With only one significant difference from its base shoe – the Carson 2 – the Carson 2 Knit has mostly garnered a similar impression from its users. Numerous consumers liked the knit upper Puma has introduced. Most of the users regarded the shoe as reliable for everyday wear, while a few others wanted to refrain from wearing it because of fit and sizing issues.	https://www.amazon.com/s?k=Puma+Carson+2+Knit
415	Adidas Runfalcon	https://runrepeat.com/adidas-runfalcon	78	4.6/5 from 7 users	https://cdn.runrepeat.com/i/adidas/30737/adidas-chaussures-runfalcon-noir-rouge-noir-6a22-600.jpg	<s>A few admired the good looking design and color options of the Adidas Runfalcon.</s><s>Some users lauded the shoe’s high-quality materials.</s><s>According to some comments, the shoe is very lightweight.</s><s>The Adidas Runfalcon is very affordable.</s>	<s>The shoe is not as comfortable as expected, noted in some user reviews.</s><s>Many buyers agreed that the shoe runs one-size larger than usual.</s><s>The Runfalcon looks bulky, said a few runners.</s>	As a new Adidas running shoe, the Runfalcon has not yet achieved total success. The shoe gathered mixed feedback from users. Some runners admired the shoe’s design, high-quality materials, and affordable price. Negative comments also surround the shoe’s hard cushioning and overall performance. WIth the negative comments, there is still room for improvement for this shoe.	https://www.amazon.com/s?k=Adidas+Runfalcon
416	Adidas Adizero Prime	https://runrepeat.com/adidas-adizero-prime	86	4.2/5 from 115 users	https://cdn.runrepeat.com/i/adidas/21236/adidas-adizero-prime-core-black-grey-five-semi-frozen-yellow-5a71-600.jpg	<s>Many appreciate how fast and light the Adidas Adizero Prime is.</s><s>Some runners noticed the high quality and durable materials of the shoe.</s><s>It is very comfortable.</s><s>It has enough room for toe splay, according to some testers.</s><s>True to size.</s>	<s>It is super expensive.</s>	The Adidas Adizero Prime is a lightweight and fast racing shoe. Some runners feel that it is highly expensive but it does not disappoint based on performance and quality. This is a great racing partner that delivers a combination of speed, comfort and protection.	https://www.amazon.com/s?k=Adidas+Adizero+Prime
417	Nike Free RN Commuter 2018	https://runrepeat.com/nike-free-rn-commuter-2018	80	4.5/5 from 22 users	https://cdn.runrepeat.com/i/nike/28784/nike-herren-free-rn-commuter-2018-laufschuhe-schwarz-black-white-001-41-eu-herren-schwarz-black-white-001-3e2c-600.jpg	<s>The Nike Free RN Commuter 2018 is a very comfortable shoe, said some satisfied users.</s><s>Several runners admired the futuristic design of the shoe; they said it is good looking and eye-catching.</s><s>A couple of purchasers were happy with the shoe's toggle lacing; they said it is easy to adjust.</s><s>According to some user comments, the shoe feels light.</s><s>Some users noticed that the Free RN Commuter 2018 fits like a sock.</s><s>Many buyers also used the shoe for walking and gym training activities.</s><s>A few noted that the slip-on design makes the shoe easy to put on and remove.</s>	<s>The shoe runs half-size smaller than usual.</s>	The Nike Free RN Commuter 2018 is a road shoe trusted by most runners. The majority of those who tried the shoe admired its design, fit and versatility. A few have issues with the sizing, but it was not an issue for the majority. In summary, the shoe was a fantastic addition to the Nike Free RN family. 	https://www.amazon.com/s?k=Nike+Free+RN+Commuter+2018
418	Hoka One One Vanquish 3	https://runrepeat.com/hoka-one-one-vanquish-3	82	3.9/5 from 155 users	https://cdn.runrepeat.com/i/hoka-one-one/24496/hoka-one-one-vanquish-3-men-s-running-shoe-midnight-navy-metallic-gold-9-d-m-us-mens-midnight-navy-metallic-gold-a34d-600.jpg	<s>The majority of the customers were happy with the cushioning of the Hoka One One Vanquish 3.</s><s>The runners were impressed with the snug fit because it prevented their feet from wobbling.</s><s>Most users felt that the open construction of the upper unit kept their feet cool and dry.</s><s>Many runners were satisfied with the performance of the shoe on long-distance runs.</s><s>The Vanquish 3 surprised many of its wearers by its excellent grip on the asphalt.</s><s>The shoe satisfied many runners with its general durability.</s><s>A few of its users admired its good looks.</s><s>The shoe felt lightweight despite its bulky appearance, some consumers reported.</s><s>A customer suffering from Plantar Fasciitis felt relief in his steps while walking; he had the substantial midsole to thank for that.</s><s>A customer was happy with the wide toe-box of the shoe because it provided enough room for his toes to splay.</s>	<s>A few customers were unhappy with the construction of the Vanquish 3; they said that the platform was less substantial and its form heavier than its predecessor.</s><s>Some of the runners complained about the tightness of the shoe.</s><s>This shoe was half-a-size longer than what some consumers were used to.</s><s>According to a tester, the heel cup wasn’t as efficient as the one that’s present in the previous iteration.</s>	Hoka One One Vanquish 3 ensures the optimal level of cushioning and support for runners during their run. It surprised its wearers with its excellent performance in different activities on the roads. Overall, the users seemed very happy with the shoe as it satisfied their daily needs very well.	https://www.amazon.com/s?k=Hoka+One+One+Vanquish+3
419	Altra One v3	https://runrepeat.com/altra-one-v3	86	4.4/5 from 402 users	https://cdn.runrepeat.com/i/altra/24631/altra-men-s-one-v3-running-shoes-blue-gray-7-d-us-men-s-blue-gray-3f57-600.jpg	<s>Most runners welcomed the ‘firm’ underfoot feel of the Altra One v3.</s><s>The majority had a good experience in these lightweight shoes since they did not feel much tired, even after long running sessions.</s><s>The customers found it to be a lot more durable than other Altra shoes.</s><s>Most users admired the ‘foot hugging’ feel and snug fit of the upper unit.</s><s>The testers highly appreciated the remarkable traction of its outsole on slanting surfaces.</s><s>A good number of runners preferred this shoe for speed work and shorter runs over other running shoes they had.</s><s>Some looks-conscious people liked the design of the Altra One v3.</s>	<s>Some users did not like the look of the shoe; for them it was bulky and unstylish.</s><s>A user thought that the pair was rather ‘clunky’ and not flexible.</s><s>The sizing schemes did not coincide with the preferences of a number of runners.</s>	Unlike traditional running shoes, the Altra One v3 offers a firm underfoot protection for an enhanced performance and added durability on roads. While this shoe did feel stiff for some runners, it was able to adapt to a majority of those who have tested it. For them, it provided a level of flexibility and performance that’s consistent with many of the brand’s offerings.	https://www.amazon.com/s?k=Altra+One+v3
420	Asics Gel Quantum 180 2 MX	https://runrepeat.com/asics-gel-quantum-180-2-mx	87	4.3/5 from 161 users	https://cdn.runrepeat.com/i/asics/26717/asics-mens-gel-quantum-180-2-mx-running-shoe-glacier-grey-phantom-fiery-red-glacier-grey-phantom-fiery-red-0ecc-600.jpg	<s>Many consumers considered the Asics Gel Quantum 180 2 MX to be comfortable right out of the box.</s><s>The underfoot cushioning system gained positive remarks for being agreeable, even after all-day wear.</s><s>Runners mostly thought that this running shoe offered great value for its price.</s><s>A person observed that the back parts of the upper and cushioning unit were steady enough to handle the striking phase of the running cycle.</s><s>Based on several reviews, the design was vibrant and cool-looking.</s>	<s>A few purchasers complained that the fabric of the collar tended to rub against the ankles, causing them to get irritated.</s><s>Several testers reported that it was half-a-size smaller than what they were expecting.</s>	The Asics Gel Quantum 180 2 MX gained the favor of road runners, most of whom welcomed its apparently comfortable silhouette, delightful underfoot experience, and affordable price. Inversely, there were those who noted that this neutral shoe’s upper rubbed irritatingly against the ankles and that the sizing scheme was inconsistent.	https://www.amazon.com/s?k=Asics+Gel+Quantum+180+2+MX
421	Asics Gel Moya	https://runrepeat.com/asics-gel-moya	88	4.4/5 from 54 users	https://cdn.runrepeat.com/i/asics/30307/asics-mens-gel-moya-running-sneaker-shoes-black-black-silver-us-7-black-silver-03ff-600.jpg	<s>One reviewer commented that the Gel cushioning of the Asics Gel Moya was very noticeable in its added comfort in the midsole.</s><s>Some users were happy with the Ortholite insole used by the shoe.</s><s>Many buyers of the Gel Moya remarked on how comfortable it was on foot.</s><s>The shoe helped relieve one wearer’s knee pains.</s><s>The shoe’s colorways were appreciated by many, and several claimed it goes well with everything.</s><s>A number of customers agreed that the Gel Moya is affordable.</s><s>A commenter wrote that the shoe was lightweight and breathable, which was especially useful during warm weather.</s>	<s>A user complained that the shoe was too wide and too long for their foot. Another was also disappointed with the incorrect sizing schemes.</s><s>The Gel Moya did not offer much arch support, according to a wearer.</s>	The Asics Gel Moya has fruitfully marketed itself as a running shoe to consumers who are looking for an affordable yet functional running companion. Many positive reviews come from users’ experience with comfort, style, and satisfaction with the shoe’s construction. Although some thought there were issues with sizing and support, the overall reception for the Gel Moya was favorable.	https://www.amazon.com/s?k=Asics+Gel+Moya
422	Skechers GOrun Mojo	https://runrepeat.com/skechers-gorun-mojo	92	4.6/5 from 116 users	https://cdn.runrepeat.com/i/skechers/24966/skechers-performance-women-s-go-run-mojo-running-shoe-black-white-6-m-us-women-s-black-white-7a36-600.jpg	<s>Most reviewers agreed that the shoe was very comfortable even when worn throughout the day.</s><s>The majority of testers appreciated the sleek style of the Skechers GOrun Mojo in their reviews.</s><s>Almost all users were happy to have used a pair as a casual sneaker for work, walking, and other general activities.</s><s>Several testers appreciated the light weight of the GOrun</s><s>Almost all users agreed that the shoe was of good value.</s>	<s>Plenty of female testers mentioned that the width was too narrow.</s><s>Most users narrated that this running shoe lacked underfoot support when used for running.</s><s>One user was not pleased that it didn’t have a traditional tongue construction. He mentioned that this set up was not suitable for his wide feet.</s>	The Skechers GOrun Mojo is a road shoe that’s fit for daily use. Because of its sleek and minimalist design, it can be easily mistaken for a lifestyle sneaker. However, it was intended to be a lightweight runner that’s versatile and functional. Easy, general workouts can be conquered. Afterwards, runners can just step out of the gym and be street-wear ready with the same shoe on.	https://www.amazon.com/s?k=Skechers+GOrun+Mojo
423	Asics Kanmei MX	https://runrepeat.com/asics-kanmei-mx	86	4.5/5 from 29 users	https://cdn.runrepeat.com/i/asics/27895/asics-kanmei-mx-zapatillas-de-running-para-hombre-azul-dark-bluedark-bluewhite-4949-40-eu-hombre-azul-dark-bluedark-bluewhite-4949-fccb-600.jpg	<s>The underfoot cushioning system felt comfortable, according to several users.</s><s>The color schemes looked vibrant and eye-catching, some people commented.</s><s>Some reviewers lauded the lightweight nature of the Asics Kanmei MX.</s><s>The shoe is affordable.</s><s>A few mentioned that the upper of the Kanmei MX is breathable.</s>	<s>Some people felt that the Asics Kanmei MX was too narrow.</s><s>Several consumers observed that the size profile was half-a-size smaller than what they were used to.</s><s>A seam inside the shoe had a tendency to rub uncomfortably against the skin, according to a disgruntled purchaser.</s><s>Despite being comfortable for short periods, the underfoot platform was criticized for not being able to support the foot throughout the day.</s>	The Asics Kanmei MX didn’t meet the expectations of the majority. This road shoe’s underfoot platform was said to be comfortable but unable to support the foot for more extended periods. Moreover, those who have medium foot-dimensions considered the fit to be tight. The positive feedback mostly focused on the lightweight nature of the Kanmei MX, as well as its appealing looks.	https://www.amazon.com/s?k=Asics+Kanmei+MX
424	Puma Ignite EvoKNIT	https://runrepeat.com/puma-ignite-evoknit	91	4.5/5 from 180 users	https://cdn.runrepeat.com/i/puma/23198/puma-men-s-ignite-evoknit-cross-trainer-shoe-quiet-shade-quarry-blue-danube-8-5-m-us-men-s-quiet-shade-quarry-blue-danube-d9d6-600.jpg	<s>A majority of the reviews noted how it feels really good right out of the box the Ignite EvoKNIT is.</s><s>Several were highly-appreciative of the shoe’s excellent color combinations.</s><s>The latest upper design from Puma offers a sock-like fit like never before in its line.</s><s>Outsole durability is one of its best features, based on the comments of several runners.</s><s>The Puma Ignite EvoKNIT works well for gym workouts, according to a handful of users.</s><s>A handful of runners were impressed by the traction of this shoe, even in wet conditions.</s><s>Some reviewers were pleasantly surprised by the flexible sole.</s><s>The awesome style makes it a very popular casual or lifestyle shoe, according to a large number of reviewers.</s><s>There are several color options and combinations to choose from.</s>	<s>The Puma EvoKNIT is quite expensive.</s><s>More than a few noted that it lacks the support they need as a running shoe.</s><s>It feels a bit sloppy, according to some runners.</s><s>There were others who badly wanted different width options.</s>	Puma jumps into the latest craze among shoe companies, which is the production of premium knit-like upper. In the Ignite EvoKNIT, runners are in for a shoe that tries to mix fashion and sports featuring an innovative mid-height upper that hugs the foot unlike previously provided by Puma. It has enough arch support, a surprisingly flexible ride, and tons of comfort for those looking for a stylish shoe that shines up to 10Ks.	https://www.amazon.com/s?k=Puma+Ignite+EvoKNIT
425	Nike Free Flyknit 3.0	https://runrepeat.com/nike-free-flyknit-3-0	87	4.3/5 from 1980 users	https://cdn.runrepeat.com/i/nike/20691/nike-men-s-free-3-0-flyknit-running-shoes-black-naranja-blanco-black-sail-hyper-orange-volt-10-5-black-naranja-blanco-black-sail-hyper-orange-volt-04c6-600.jpg	<s>Most of the minimalist runners love the ultra-light upper of the Nike Free Flyknit 3.0.</s><s>Runners who regularly use racing flats find the cushioning superb in the Flyknit 3.0.</s><s>It can be comfortably worn without socks as proven by more than several runners.</s><s>The easy off and on feature of the Free Flyknit 3.0 makes it incredible for those who use it for casual wear.</s><s>A number of users found the forefoot cushioning surprisingly better than expected.</s><s>A small number of runners noticed the smooth transition from heel to toe.</s>	<s>Runners with slightly wider feet were almost unanimous in wishing for more room in the toe box.</s><s>A few runners were a bit irritated by small rocks and other road debris getting stuck in the grooves of the Nike Free Flyknit 3.0.</s><s>The price tag is a bit high.</s>	The Nike Free Flyknit 3.0 barely provides a buffer between the ground and the runner. Because it is ultra-flexible and ultra-light, it does not offer much arch support. Runners who often use racing flats will have a blast out of this shoe.	https://www.amazon.com/s?k=Nike+Free+Flyknit+3.0
426	Nike Air VaporMax Flyknit Utility	https://runrepeat.com/nike-air-vapormax-flyknit-utility	81	4.3/5 from 36 users	https://cdn.runrepeat.com/i/nike/28687/nike-air-vapormax-flyknit-utility-running-shoe-light-bone-summit-white-total-orange-unisex-light-bone-summit-white-total-orange-e67a-600.jpg	<s>According to some user reviews, the Nike Air VaporMax Flyknit Utility is a very comfortable shoe; two users mentioned that it is the most comfortable shoe they’ve ever worn.</s><s>A few mentioned that the shoe has a very durable construction.</s><s>A couple of satisfied runners said that the shoe fits like a glove.</s><s>Some purchasers admired the stylish look of the shoe.</s><s>Runs true to size, said most users.</s>	<s>The Nike Air VaporMax Flyknit Utility is a very expensive running shoe.</s><s>One user was disappointed when some dirt gets inside the shoe, making it difficult to clean.</s><s>Based on a few reviews, the mid-cut collar wraps the ankle area tightly.</s><s>One runner noticed that the heel counter is too high; it rubbed the back of the ankle which caused severe irritation.</s>	The Nike Air VaporMax Flyknit Utility gained a winning spot to many users because of its comfortable fit. While other praised its good-looking design and durable structure, there are also others who expressed disappointments with the shoe’s expensive price and tight mid-cut collar. Overall, with its functional design, this road running shoe is still worth a try. 	https://www.amazon.com/s?k=Nike+Air+VaporMax+Flyknit+Utility
427	Under Armour Threadborne Slingflex	https://runrepeat.com/under-armour-threadborne-slingflex	90	4.3/5 from 284 users	https://cdn.runrepeat.com/i/under-armour/24778/under-armour-ua-threadborne-slingflex-15-overcast-gray-overcast-gray-white-glacier-gray-da27-600.jpg	<s>A lot of users stressed that the shoe offered remarkable comfortability.</s><s>Most of the customers appreciated the snug fit of the footwear.</s><s>Many fashionistas admired the overall look and design of the shoe.</s><s>A lot of buyers appreciated the different colors the Under Armour Threadborne Slingflex was available in.</s><s>Several users highlighted the lightweight nature of the shoe, which enabled them to run without worrying about getting tired being weighed down.</s><s>A few runners mentioned that the Under Armour Threadborne Slingflex was sufficiently flexible to allow for a smooth and natural ride.</s><s>Some purchasers commented that it had an affordable price.</s>	<s>A customer could not find the right size for his feet in these shoes.</s><s>A user said that the Threadborne Slingflex was not able to provide sufficient arch support.</s>	The Under Armour Threadborne Slingflex is for the individuals who are looking for a highly comfortable yet optimally responsive neutral road shoe. It has a knit upper that looks unique and feels very soft against the skin. The well-cushioned environment, the lightweight disposition, and the stylish looks make this footwear a definite everyday wear for most casual and enthusiast runners.	https://www.amazon.com/s?k=Under+Armour+Threadborne+Slingflex
428	Saucony Guide 8	https://runrepeat.com/saucony-guide-8	90	4.5/5 from 1304 users	https://cdn.runrepeat.com/i/saucony/21639/saucony-guide-8-white-blue-citron-43-homme-blanc-71cc-600.jpg	<s>Some mentioned that the Guide 8 is durable.</s><s>It has reliable grip especially while running on wet surfaces.</s><s>Many liked the new looks of the shoe.</s><s>The Saucony Guide 8 provides enough support.</s>	<s>Some runners mentioned that the shoe's cushioning is too firm for them.</s><s>The tongue is annoying because it keeps moving while running.</s><s>Some runners mentioned that the shoe is too narrow for them.</s><s>Not a fast shoe.</s>	The Saucony Guide 8 is a daily trainer that delivers right amount of stability, support and durability. It is a well cushioned shoe that is highly reliable when used for short distance runs and daily training. Some users were happy with the shoe's design and performance but there were also who are disappointed. In summary, the Guide 8 still needs some improvement.	https://www.amazon.com/s?k=Saucony+Guide+8
429	Vibram FiveFingers V-Trail	https://runrepeat.com/vibram-fivefingers-v-trail	91	4.4/5 from 483 users	https://cdn.runrepeat.com/i/vibram-fivefingers/24776/vibram-fivefingers-v-scarpe-da-trail-running-uomo-viola-black-grey-38-eu-uomo-viola-black-grey-19cb-600.jpg	<s>Many users thought the Vibram FiveFingers V-Trail was extremely comfortable and breathable.</s><s>One reviewer was amazed that the shoe provided a tight and secure grip on slick surfaces.</s><s>Several runners agreed that it felt great on the foot and it fit them comfortably well.</s><s>The shoe was durable enough and did not show any signs of wear even after many months of usage, according to a user.</s><s>It provided a subtle amount of cushioning that was just right for a five-fingered shoe, as stated by a reviewer.</s><s>One buyer mentioned the shoe helped relieve their pain from walking.</s><s>A majority of runners claimed there was adequate protection from the shoe against sharp rocks and roots.</s><s>A couple of runners said the shoe was comfortable enough to be worn without socks.</s><s>A reviewer said the V-Trail allowed them a more efficient running experience and has brought less strain on the knees compared to ordinary running shoes.</s>	<s>A number of users found that the colors of the shoe bled and stained their sock and foot.</s><s>The shoe needed quite a long time to break in, as observed by a couple of runners.</s><s>Some buyers said that the shoe felt tight and narrow.</s><s>The heel bed was narrow and the toe part caused abrasions, according to one user.</s><s>One reviewer pointed out that the shoe was not easy to put on or take off because of its unique foot-shaped design.</s>	The V-Trail is a minimalist off-road shoe that is suitable for runners and racers who are relatively experienced in barefoot running. It is designed to handle rough trails, including slush and muck that is usually brought about by winter conditions. The structure of this shoe is made to withstand tough use by adventurous wearers.	https://www.amazon.com/s?k=Vibram+FiveFingers+V-Trail
430	Brooks Glycerin 17	https://runrepeat.com/brooks-glycerin-17	83	4.6/5 from 7 users	https://cdn.runrepeat.com/i/brooks/30985/brooks-men-s-glycerin-17-black-size-15-m-us-grey-navy-gold-429e-600.jpg	<s>The underfoot cushioning system of the Brooks Glycerin 17 was considered to be efficient at providing comfort throughout the running session.</s><s>The inclusion of an OrthoLite® sockliner was welcomed by most testers; they believed that it enhanced the plush and pleasant platform of this neutral running shoe.</s><s>Some testers stated that the in-shoe fit followed their expectations; the width profiles and the shape of the shoe accommodated the foot with ease.</s><s>A couple of purchasers observed that the inner sleeve didn’t cause any irritation or discomfort to the skin.</s><s>The foot-shaped platform and the well-adjusted build of this shoe helped it making it versatile; people have commented that they were able to use this shoe for activities other than running.</s><s>Most of the running enthusiasts who have tried the Glycerin 17 praised the outsole unit’s capacity to grip the ground. They claimed that the ground control and steadiness were easily achieved because the rubber pad was reliably traction-ready.</s>	<s>Some purchasers didn’t like the color schemes of this road shoe, stating that the hues looked different from the more appealing online pictures.</s>	Overwhelmingly positive feedback was given to the Brooks Glycerin 17. Those who have tried it were happy with its individual components and the overall quality of its entire existence. The luxurious underfoot experience, the agreeable in-shoe coverage, and the versatile construction were highlighted as the things that made this neutral shoe a great go-to runner.The Glycerin 17 is designed for neutral pronators and those who desire versatile footwear for speed training, asphalt adventures and gym exercises.	https://www.amazon.com/s?k=Brooks+Glycerin+17
431	Adidas Questar Boost	https://runrepeat.com/adidas-questar-boost	93	4.5/5 from 341 users	https://cdn.runrepeat.com/i/adidas/16671/adidas-questar-boost-m-running-trainers-for-men-39-1-3-blue-men-s-multicolore-shoblu-cblack-ftwwht-1a3a-600.jpg	<s>Many testers appreciated its versatility as a multi-purpose shoe.</s><s>The cushioned insole adds more to the already comfortable mid-sole unit.</s><s>The Torsion System is able to provide support to the mid-foot area.</s><s>Many runners appreciated its casual look, which made it very appealing.</s><s>This shoe is equipped with energy-returning boost foam, which is efficient for a wide range of routines.</s><s>The upper offers flexible and breathable coverage as noted by some users.</s><s>The Questar Boost is affordable.</s>	<s>Some testers complained that the forefoot area was a bit narrow.</s><s>Others noticed the upper getting separated from the sole unit after a few months’ use.</s><s>A few runners didn’t welcome the plastic look of the upper.</s>	The Adidas Questar Boost is a road running shoe with boost technology for energy-return and for comfort. In technical details, this shoe is equipped with great shoe technologies for better performance. It is a solid shoe, especially to neutral pronators who are looking for a great running companion, with just the right amount of cushioning and support. At its price, it is a good investment.	https://www.amazon.com/s?k=Adidas+Questar+Boost
432	Brooks Ravenna 10	https://runrepeat.com/brooks-ravenna-10	81	4.3/5 from 9 users	https://cdn.runrepeat.com/i/brooks/30904/brooks-men-s-ravenna-10-2e-width-running-shoe-brk-110298-2e-4252870-9-082-alloy-blue-nig-alloy-blue-nightlife-f6a7-600.jpg	<s>Those who have tried the Brooks Ravenna 10 stated that the lightweight platform evoked a feeling of merely wearing a slipper.</s><s>The width profiles were appreciated because they welcomed the outline of the foot and provided a snug yet secure coverage.</s><s>Several reviewers have expressed their approval of the price tag; they felt that it was wallet-friendly.</s><s>The holistic stability configuration of the Ravenna 10’s midsole was welcomed by both overpronators and neutral pronators who deemed it unobtrusive.</s><s>The outsole unit’s traction capacity was lauded for being efficient on both dry and wet surfaces.</s><s>People felt that the materials used for this stability running shoe were dutifully durable.</s><s>Several shoe enthusiasts have expressed their appreciation of the Brooks Ravenna 10’s color schemes; they stated that the understated yet eye-catching mix of hues allowed them to welcome some stylish sensibilities to their running sessions.</s>	<s>A few consumers felt that the sizing scheme was half-a-size smaller than their expectations.</s><s>Some testers stated that the GuideRails on the sides of the shoe were too stiff.</s><s>A couple of reviewers observed that the weight of the Ravenna 10 was a bit noticeable and that it slightly diminished their speed.</s>	The Brooks Ravenna 10 was generally well-received by both neutral pronators and those who desired underfoot stability. The testers were also appreciative of the lightweight construction of this road running shoe, as well as its agreeable width options, affordable price, and general sturdiness. On the other hand, some consumers didn’t like that the holistic stability feature was a bit stiff or that the sizing scheme was a bit smaller than they anticipated. But overall, the Ravenna 10 is still deliberated as a worthy addition to the long-running roster of stability footwear from Brooks.	https://www.amazon.com/s?k=Brooks+Ravenna+10
433	Nike Air Max Fury	https://runrepeat.com/nike-air-max-fury	90	4.4/5 from 102 users	https://cdn.runrepeat.com/i/nike/24924/nike-men-s-air-max-fury-cargo-khaki-black-sequoia-8-m-us-mens-cargo-khaki-black-sequoia-254d-600.jpg	<s>A good number of runners mentioned that the shoe was breathable and lightweight.</s><s>Some users said that the shoe was comfortable.</s><s>Some testers appreciated the design of the Nike Air Max Fury.</s><s>A few reviewers commented that the shoe was agreeable when used for casual activities.</s><s>Many users loved the responsive cushioning of this shoe.</s>	<s>Some buyers mentioned that the shoe was expensive.</s><s>The size of the shoe was half size smaller than marked, according to a tester.</s><s>During an initial run, a consumer actually reported that the Air unit popped, rendering the sole unit virtually inefficient.</s>	A number of buyers thought that the shoe was lightweight, comfortable and breathable. They mentioned that this shoe was best for casual or running activity. Although there were complaints about the durability of its components, its price, and its inconsistent sizing scheme, others still think of it as a solid neutral shoe for the roads.	https://www.amazon.com/s?k=Nike+Air+Max+Fury
434	Merrell Bare Access Flex Knit	https://runrepeat.com/merrell-bare-access-flex-knit	85	4.3/5 from 313 users	https://cdn.runrepeat.com/i/merrell/26730/merrell-mens-shoes-bare-access-flex-knit-vapor-grey-aade-600.jpg	<s>The shoe delivered a precise fit, a couple of users stated.</s><s>The Merrell Bare Access Flex Knit gave just enough support for everyday running, wrote a reviewer.</s><s>Many users appreciated the convenient lacing system.</s><s>The midsole gave adequate cushioning despite being a barefoot shoe, said a buyer.</s><s>The toe box was pleasantly spacious, a wearer mentioned.</s><s>One reviewer was amazed at the sock-like sensation of the upper.</s>	<s>Some runners claimed the Bare Access Flex Knit did not feel like a minimalist shoe because of its bulky</s><s>A bit stiff in the heel, a user observed.</s><s>One tester experienced discomfort after wearing the shoe for an extended period.</s>	The Merrell Bare Access Flex was able to impress both new and loyal users of the brand, as the shoe received several commendations regarding the fit and efficiency of its features. However, it seemed to have missed on providing a good feel, according to some wearers. Therefore, Merrell still has some areas to improve on the Bare Access series.	https://www.amazon.com/s?k=Merrell+Bare+Access+Flex+Knit
435	Adidas Pureboost RBL LTD	https://runrepeat.com/adidas-pureboost-rbl-ltd	81	4.5/5 from 22 users	https://cdn.runrepeat.com/i/adidas/29770/adidas-performance-pureboost-rbl-ltd-herren-laufschuh-schwarz-eu-41-1-3-schwarz-19f7-600.jpg	<s>The underfoot experience given by the Adidas Pureboost RBL LTD was deemed comfortable.</s><s>A couple of consumers liked that the knitted upper covered the foot securely.</s><s>The outsole was considered to be effectively grippy on both flat and rough surfaces.</s><s>The water-repellent upper was appreciated for being able to protect against splashes and light rain.</s><s>People felt that the Adidas Pureboost RBL LTD was true to size.</s>	<s>The fit was a bit narrow for a few testers.</s>	People offered positive feedback on the Adidas Pureboost RBL LTD. They felt that this neutral shoe was able to provide a compelling performance on both the roads. Its comfortable midsole, traction-ready outsole, and weather-resistant silhouette were elements that were highlighted as performance boosters. There were a few who didn’t like the fit, but such feedback was scarce.	https://www.amazon.com/s?k=Adidas+Pureboost+RBL+LTD
436	Asics GT 1000 7 SP	https://runrepeat.com/asics-gt-1000-7-sp	90	4.5/5 from 107 users	https://cdn.runrepeat.com/i/asics/30174/asics-men-s-gt-1000-7-sp-neon-lime-black-8-d-m-us-neon-lime-black-6fdc-600.jpg	<s>The majority of runners appreciated the color of the upper.</s><s>Many were impressed with the overall design of the shoe.</s><s>One tester ran a race using the shoe with no problems or difficulties.</s><s>A good number of users were glad that they were able to use the shoe for different activities – running, walking, going to the gym, for example.</s><s>Most agreed that the price was reasonable.</s>	<s>Mostly, women testers observed that the width felt narrow. More specifically, the fit felt tight across the front of the forefoot, they said.</s>	The Asics GT 1000 7 SP is a stability running shoe that comes with an affordable price tag. Most reviewers appreciated its unique upper design which was made to look like the Northern Lights. Although most female runners commented that the fit felt tight across the front of the forefoot, the shoe still proved to be useful and versatile to plenty of users.	https://www.amazon.com/s?k=Asics+GT+1000+7+SP
